area_type,location,size,bath,balcony,converted_sqft,availability,cluster,price
Built-up  Area,Giri Nagar,0.5,0.33333333333333337,0.3333333333333333,0.0022949206419655968,Ready To Move,1,375.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0009022045471415267,Ready To Move,0,41.0
Super built-up  Area,Begur Road,0.5,0.33333333333333337,0.6666666666666666,0.0018357834678477717,Aug,1,152.0
Super built-up  Area,Attibele,0.0,0.0,0.3333333333333333,0.0006496791013767228,Ready To Move,2,25.0
Super built-up  Area,Banashankari,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,60.0
Built-up  Area,Others,0.75,0.6666666666666666,1.0,0.0024173572217303504,Dec,1,206.0
Super built-up  Area,Hoodi,0.25,0.0,1.0,0.0013529242064005253,Ready To Move,0,96.87
Carpet  Area,Bhoganhalli,0.25,0.0,0.3333333333333333,0.0011886296209286968,Dec,2,131.0
Super built-up  Area,Haralur Road,0.25,0.0,0.6666666666666666,0.0009504139504238983,Ready To Move,0,46.0
Plot  Area,Others,1.0,0.9999999999999999,0.6666666666666666,0.003764159599142638,Apr,1,1150.0
Super built-up  Area,Mallasandra,0.0,0.0,0.3333333333333333,0.0006917666756708567,Ready To Move,2,40.0
Built-up  Area,Kothanur,0.0,0.0,0.3333333333333333,0.0004790331183295977,Ready To Move,2,30.0
Built-up  Area,Domlur,0.5,0.33333333333333337,0.6666666666666666,0.0016674331706712357,Mar,1,285.0
Super built-up  Area,Frazer Town,0.5,0.33333333333333337,0.6666666666666666,0.0018357834678477717,Ready To Move,1,260.0
Super built-up  Area,Marathahalli,0.25,0.0,0.3333333333333333,0.0010973378461416026,Ready To Move,2,73.0
Super built-up  Area,Jakkur,0.75,0.6666666666666666,1.0,0.0026049147573574817,May,1,400.0
Built-up  Area,Kodihalli,0.25,0.0,0.6666666666666666,0.0012389051414945988,Ready To Move,0,130.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0014240904683887883,Ready To Move,0,125.0
Super built-up  Area,Kaikondrahalli,0.0,0.0,0.3333333333333333,0.0005149988636354941,Nov,2,19.9
Super built-up  Area,Marathahalli,0.25,0.0,0.3333333333333333,0.000932813692082715,Ready To Move,2,59.0
Super built-up  Area,Haralur Road,0.25,0.0,0.6666666666666666,0.0007851245677414812,Ready To Move,0,44.0
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0007835941104944219,Ready To Move,2,49.0
Super built-up  Area,Thanisandra,0.25,0.0,1.0,0.001093511703023954,Ready To Move,0,54.5
Super built-up  Area,Panathur,0.25,0.0,1.0,0.0009442921214356607,Ready To Move,0,65.0
Super built-up  Area,Electronics City Phase 1,0.25,0.0,1.0,0.0009871449243533245,Ready To Move,0,32.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.0011455472494239743,Ready To Move,0,95.0
Super built-up  Area,Sarjapur  Road,0.5,0.33333333333333337,0.6666666666666666,0.0016674331706712357,Ready To Move,1,240.0
Super built-up  Area,Electronic City,0.0,0.0,0.3333333333333333,0.0007644633949061791,Apr,2,29.7
Plot  Area,Others,0.0,0.0,0.3333333333333333,0.0007047755622708619,Ready To Move,2,70.0
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0006496791013767228,Ready To Move,2,72.0
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0005731562390237519,Ready To Move,0,155.0
Super built-up  Area,AECS Layout,0.25,0.0,0.6666666666666666,0.0008585865156003333,Ready To Move,0,64.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.3333333333333333,0.0009442921214356607,Ready To Move,2,75.0
Super built-up  Area,Kogilu,0.25,0.0,0.3333333333333333,0.0009557705507886063,Ready To Move,2,55.55
Plot  Area,Whitefield,0.5,0.33333333333333337,0.3333333333333333,0.0018380791537183608,Ready To Move,1,360.0
Super built-up  Area,Sarjapur  Road,0.0,0.0,0.3333333333333333,0.0007522197369297038,Nov,2,45.91
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.3333333333333333,0.0009978581250827405,Ready To Move,2,99.0
Plot  Area,Others,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,65.0
Plot  Area,Others,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,90.0
Super built-up  Area,Hebbal,0.5,0.33333333333333337,1.0,0.002134222631024358,Jun,0,204.0
Super built-up  Area,Old Madras Road,0.5,0.33333333333333337,0.6666666666666666,0.0015373443046711851,Ready To Move,1,125.0
Built-up  Area,Electronics City Phase 1,0.0,0.0,0.0,0.0007606372517885306,Ready To Move,2,42.0
Built-up  Area,Varthur Road,0.25,0.0,0.6666666666666666,0.0009764317236239086,Ready To Move,0,59.0
Super built-up  Area,7th Phase JP Nagar,0.25,0.0,0.6666666666666666,0.0009450573500591904,Ready To Move,0,61.33
Super built-up  Area,Akshaya Nagar,0.25,0.0,1.0,0.000967248980141552,Ready To Move,0,67.0
Super built-up  Area,Kanakpura Road,0.0,0.0,0.3333333333333333,0.0004009797987295674,Apr,2,27.0
Built-up  Area,Gubbalala,0.5,0.33333333333333337,0.3333333333333333,0.0019658723338478222,Ready To Move,1,141.0
Plot  Area,Hennur Road,0.5,0.33333333333333337,1.0,0.0018357834678477717,Ready To Move,0,390.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0011026944465063106,Ready To Move,0,56.24
Super built-up  Area,Ardendale,0.25,0.0,0.6666666666666666,0.0009358746065768339,Ready To Move,0,70.0
Super built-up  Area,Bellandur,0.25,0.0,0.3333333333333333,0.0009213352627297694,Ready To Move,2,59.0
Super built-up  Area,Others,0.25,0.0,1.0,0.0009427616641886013,Ready To Move,0,100.0
Super built-up  Area,5th Block Hbr Layout,0.25,0.0,1.0,0.0010032147254474483,Ready To Move,0,69.0
Super built-up  Area,Electronic City,0.25,0.0,0.6666666666666666,0.0011080510468710184,Ready To Move,0,90.0
Super built-up  Area,Yelenahalli,0.25,0.0,0.3333333333333333,0.0008333339710238529,Ready To Move,2,54.0
Plot  Area,Kaggadasapura,0.5,0.33333333333333337,0.0,0.0016062148807888589,Ready To Move,2,150.0
Super built-up  Area,Uttarahalli,0.25,0.0,1.0,0.0010629025580827657,Ready To Move,0,62.55
Super built-up  Area,JP Nagar,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,78.0
Plot  Area,Mallasandra,0.0,0.0,0.6666666666666666,0.0004583719454942956,Ready To Move,0,50.0
Super built-up  Area,BTM 2nd Stage,0.0,0.0,0.6666666666666666,0.0007644633949061791,Ready To Move,0,58.0
Plot  Area,Devanahalli,0.5,0.33333333333333337,0.6666666666666666,0.0018357834678477717,Oct,1,190.0
Super built-up  Area,Thanisandra,0.25,0.0,0.3333333333333333,0.0013246107473299262,Dec,2,85.73
Super built-up  Area,Banashankari,0.25,0.0,0.6666666666666666,0.0009863796957297949,Ready To Move,0,80.0
Super built-up  Area,Others,0.25,0.0,1.0,0.0014072554386711346,Ready To Move,0,85.0
Super built-up  Area,Thanisandra,0.25,0.0,0.6666666666666666,0.0014661780426829221,Ready To Move,0,100.0
Built-up  Area,Others,0.25,0.0,0.6666666666666666,0.00084098625725915,Ready To Move,0,57.0
Super built-up  Area,Kudlu,0.25,0.0,1.0,0.0011126424186121968,Ready To Move,0,60.0
Super built-up  Area,Old Airport Road,0.5,0.33333333333333337,1.0,0.0021219789730478828,Dec,0,208.0
Plot  Area,Haralur Road,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,255.0
Super built-up  Area,Devarachikkanahalli,0.25,0.0,0.6666666666666666,0.0010896855599063055,Ready To Move,0,65.0
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0012656881433181384,Dec,2,113.0
Super built-up  Area,Haralur Road,0.5,0.33333333333333337,1.0,0.0021457010603773037,Mar,0,160.0
Built-up  Area,R.T. Nagar,0.0,0.0,1.0,0.0004583719454942956,Ready To Move,0,93.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0007950725398473675,Ready To Move,2,46.79
Super built-up  Area,Akshaya Nagar,0.25,0.0,0.3333333333333333,0.0008608822014709224,Ready To Move,2,55.0
Plot  Area,Kodichikkanahalli,0.25,0.0,0.3333333333333333,0.0012236005690240046,Ready To Move,2,200.0
Super built-up  Area,Hebbal,0.25,0.0,0.3333333333333333,0.0009557705507886063,Ready To Move,2,55.55
Plot  Area,Yelahanka,0.25,0.0,0.6666666666666666,0.0013766462937299462,Ready To Move,0,180.0
Plot  Area,Others,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,53.0
Built-up  Area,Others,0.5,0.33333333333333337,0.3333333333333333,0.0015679534496123736,Ready To Move,1,100.0
Super built-up  Area,Whitefield,0.0,0.0,0.3333333333333333,0.00040480594184721594,Ready To Move,2,29.44
Built-up  Area,Sarjapur,0.5,0.33333333333333337,0.0,0.0019777333775125327,Jun,2,139.5
Super built-up  Area,Kambipura,0.0,0.0,0.3333333333333333,0.0006749316459532032,Ready To Move,2,37.0
Super built-up  Area,Uttarahalli,0.25,0.0,0.6666666666666666,0.0011394254204357365,Ready To Move,0,59.6
Super built-up  Area,Ramagondanahalli,0.25,0.0,0.6666666666666666,0.0009902058388474434,Ready To Move,0,95.0
Super built-up  Area,Sompura,0.25,0.0,0.3333333333333333,0.0009749012663768491,Ready To Move,2,59.0
Super built-up  Area,Others,0.0,0.0,0.6666666666666666,0.0006114176702002374,Ready To Move,0,30.0
Super built-up  Area,Devanahalli,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,95.0
Super built-up  Area,Bellandur,0.25,0.0,0.3333333333333333,0.0008126727981885508,Ready To Move,2,58.0
Super built-up  Area,Balagere,0.0,0.0,0.3333333333333333,0.0005012247484119592,Ready To Move,2,43.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0008601169728473927,Ready To Move,0,36.0
Super built-up  Area,Marathahalli,0.0,0.0,0.3333333333333333,0.0006734011887061437,Dec,2,48.06
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0010322934131415773,Ready To Move,0,200.0
Built-up  Area,Bisuvanahalli,0.0,0.0,0.3333333333333333,0.0005348948078472665,Ready To Move,2,32.0
Plot  Area,Others,0.25,0.0,0.0,0.0014807173865299867,Ready To Move,2,110.0
Super built-up  Area,Hosa Road,0.25,0.0,0.3333333333333333,0.0012848188589063812,Dec,2,101.0
Super built-up  Area,Rayasandra,0.25,0.0,0.6666666666666666,0.0009580662366591954,Ready To Move,0,57.0
Super built-up  Area,Rajaji Nagar,0.25,0.0,1.0,0.0012542097139651928,Ready To Move,0,230.0
Super built-up  Area,Mysore Road,0.25,0.0,0.6666666666666666,0.0008272121420356153,Ready To Move,0,50.0
Built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0008142032554356102,Dec,2,30.75
Super built-up  Area,Iblur Village,0.5,0.33333333333333337,0.6666666666666666,0.0016062148807888589,Dec,1,145.0
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0008180293985532587,Ready To Move,2,58.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.6666666666666666,0.0009787274094944978,Sep,0,57.6
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0009175091196121209,Apr,0,300.0
Built-up  Area,Electronic City Phase II,0.25,0.0,0.3333333333333333,0.0008601169728473927,Aug,2,29.25
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.0013422110056711095,Ready To Move,0,122.0
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0009251614058474179,Ready To Move,2,54.0
Super built-up  Area,Talaghattapura,0.0,0.0,0.6666666666666666,0.0007269671923532234,Sep,0,30.43
Built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0011470777066710336,Apr,2,75.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0012637750717593142,Ready To Move,0,90.0
Super built-up  Area,Yeshwanthpur,0.25,0.0,0.6666666666666666,0.0010560155004709982,Ready To Move,0,76.18
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0008295078279062044,Dec,2,57.0
Super built-up  Area,Whitefield,0.0,0.0,0.3333333333333333,0.0006917666756708567,Apr,2,50.0
Super built-up  Area,Hennur Road,0.25,0.0,0.6666666666666666,0.0012886450020240298,Ready To Move,0,95.0
Super built-up  Area,Somasundara Palya,0.25,0.0,0.6666666666666666,0.0009175091196121209,Ready To Move,0,75.0
Super built-up  Area,Anandapura,0.25,0.0,0.3333333333333333,0.0008800129170591652,Ready To Move,2,42.9
Built-up  Area,Brookefield,0.75,0.6666666666666666,1.0,0.002702022269683402,Ready To Move,1,170.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.0012733404295534355,Ready To Move,0,86.91
Built-up  Area,Kengeri Satellite Town,0.0,0.0,0.3333333333333333,0.0006114176702002374,Ready To Move,2,40.0
Built-up  Area,Chamrajpet,0.25,0.0,0.3333333333333333,0.0008027248260826645,Ready To Move,2,162.0
Super built-up  Area,Rajiv Nagar,0.25,0.0,0.6666666666666666,0.0007874202536120704,Ready To Move,0,46.5
Super built-up  Area,Hoodi,0.25,0.0,0.3333333333333333,0.0009611271511533142,Ready To Move,2,71.03
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0012236005690240046,Dec,0,82.0
Super built-up  Area,Choodasandra,0.25,0.0,1.0,0.001120294704847494,Ready To Move,0,75.0
Super built-up  Area,Jakkur,0.25,0.0,0.6666666666666666,0.00126186200020049,Ready To Move,0,111.0
Super built-up  Area,Haralur Road,0.25,0.0,0.6666666666666666,0.0009504139504238983,Ready To Move,0,46.0
Built-up  Area,Yelahanka New Town,0.0,0.0,0.3333333333333333,0.0005195902353766723,Ready To Move,2,80.0
Plot  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0009404659783180121,Aug,0,80.0
Super built-up  Area,Koramangala,0.25,0.0,0.6666666666666666,0.000994031981965092,Ready To Move,0,82.0
Built-up  Area,KR Puram,0.0,0.0,0.3333333333333333,0.0007644633949061791,Ready To Move,2,44.5
Super built-up  Area,Mahadevpura,0.25,0.0,0.3333333333333333,0.0008761867739415166,Ready To Move,2,53.8
Super built-up  Area,Others,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,120.0
Super built-up  Area,Indira Nagar,0.5,0.33333333333333337,0.3333333333333333,0.001989594421177243,Mar,1,312.0
Super built-up  Area,Others,0.5,0.33333333333333337,0.6666666666666666,0.0016513633695771118,Ready To Move,1,110.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0009595966939062549,Ready To Move,0,40.0
Super built-up  Area,Hebbal Kempapura,0.25,0.0,0.6666666666666666,0.0008639431159650412,Ready To Move,0,60.0
Super built-up  Area,Padmanabhanagar,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,60.0
Built-up  Area,Sarjapur  Road,0.25,0.0,0.3333333333333333,0.0007950725398473675,Ready To Move,2,37.0
Plot  Area,TC Palaya,0.25,0.0,0.6666666666666666,0.0011470777066710336,Ready To Move,0,150.0
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0006925319042943865,Ready To Move,0,55.0
Super built-up  Area,Uttarahalli,0.25,0.0,0.3333333333333333,0.0009022045471415267,Ready To Move,2,41.3
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0009175091196121209,Ready To Move,0,169.0
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0006496791013767228,Ready To Move,0,100.0
Super built-up  Area,KR Puram,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,47.0
Built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.0010506589001062904,Ready To Move,0,51.0
Super built-up  Area,Vidyaranyapura,1.0,0.9999999999999999,1.0,0.003595809301966102,Ready To Move,1,130.0
Super built-up  Area,Whitefield,0.0,0.0,0.0,0.0004817114185119517,Dec,2,32.15
Plot  Area,Others,0.5,0.33333333333333337,0.0,0.0018357834678477717,Ready To Move,2,480.0
Super built-up  Area,Haralur Road,0.25,0.0,0.6666666666666666,0.0007851245677414812,Ready To Move,0,44.0
Plot  Area,Others,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,130.0
Super built-up  Area,Jalahalli,0.5,0.33333333333333337,0.6666666666666666,0.0018235398098712962,Ready To Move,1,165.0
Super built-up  Area,Electronic City,0.25,0.0,0.6666666666666666,0.0007897159394826595,Aug,0,28.41
Super built-up  Area,Yelahanka,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,54.0
Built-up  Area,Haralur Road,0.5,0.33333333333333337,0.6666666666666666,0.0015427009050358932,Ready To Move,1,105.0
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0011470777066710336,Ready To Move,0,138.0
Super built-up  Area,Others,0.0,0.0,0.0,0.0005348948078472665,Ready To Move,2,43.0
Plot  Area,Shampura,0.25,0.0,0.6666666666666666,0.0008792476884356354,Ready To Move,0,75.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.001143251563553385,Ready To Move,0,52.33
Super built-up  Area,Kothanur,0.25,0.0,0.3333333333333333,0.0009955624392121512,Ready To Move,2,68.5
Built-up  Area,Whitefield,0.0,0.0,0.3333333333333333,0.0006917666756708567,Mar,2,52.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.3333333333333333,0.000996327667835681,Ready To Move,2,55.79
Built-up  Area,Electronics City Phase 1,0.25,0.0,0.0,0.0010322934131415773,Ready To Move,2,71.0
Super built-up  Area,Gottigere,0.25,0.0,0.6666666666666666,0.0010552502718474686,Ready To Move,0,95.0
Super built-up  Area,Harlur,0.25,0.0,0.3333333333333333,0.0012389051414945988,Ready To Move,2,110.0
Built-up  Area,Chandapura,1.0,0.9999999999999999,1.0,0.003672332164319073,Ready To Move,1,250.0
Super built-up  Area,Sarjapur  Road,0.0,0.0,0.3333333333333333,0.0007644633949061791,Ready To Move,2,38.5
Plot  Area,Ramamurthy Nagar,0.0,0.0,0.0,0.0006114176702002374,Ready To Move,2,88.0
Super built-up  Area,Thanisandra,0.25,0.0,0.3333333333333333,0.0009557705507886063,Apr,2,54.0
Built-up  Area,Others,0.25,0.0,1.0,0.001338384862553461,Ready To Move,0,170.0
Super built-up  Area,Anekal,0.0,0.0,0.6666666666666666,0.00076216770903559,Ready To Move,0,55.0
Super built-up  Area,Kothanur,0.25,0.0,0.3333333333333333,0.001346037148788758,Oct,2,111.0
Super built-up  Area,Yelahanka,0.25,0.0,0.6666666666666666,0.0010108670116827454,Ready To Move,0,75.0
Plot  Area,Others,0.25,0.0,0.0,0.001043771842494523,Ready To Move,2,99.0
Super built-up  Area,Sahakara Nagar,0.25,0.0,0.6666666666666666,0.0011470777066710336,Ready To Move,0,125.0
Super built-up  Area,Kaggadasapura,0.25,0.0,0.6666666666666666,0.0009603619225297846,Ready To Move,0,50.0
Super built-up  Area,Brookefield,0.0,0.0,0.6666666666666666,0.0007193149061179263,Ready To Move,0,48.0
Plot  Area,Devanahalli,1.0,0.9999999999999999,1.0,0.0038253778890250147,Ready To Move,1,465.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.0012733404295534355,Ready To Move,0,86.58
Super built-up  Area,Hennur Road,0.25,0.0,0.3333333333333333,0.0010812680450474786,Ready To Move,2,84.18
Super built-up  Area,Chikkalasandra,0.25,0.0,1.0,0.0009710751232592005,Ready To Move,0,55.25
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0006114176702002374,Ready To Move,0,80.0
Plot  Area,Kengeri Satellite Town,1.0,0.9999999999999999,0.0,0.0031366721278482767,Ready To Move,1,300.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0013766462937299462,Ready To Move,2,105.0
Built-up  Area,Others,0.0,0.0,0.0,0.0006496791013767228,Ready To Move,2,35.0
Super built-up  Area,Kanakpura Road,0.0,0.0,0.3333333333333333,0.0005440775513296229,Mar,2,38.44
Super built-up  Area,Rajaji Nagar,0.5,0.33333333333333337,0.0,0.0020255601664831394,Dec,2,251.5
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0006879405325532082,Ready To Move,0,180.0
Plot  Area,TC Palaya,0.0,0.0,0.0,0.0006879405325532082,Ready To Move,2,55.0
Super built-up  Area,Hebbal,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,49.0
Super built-up  Area,Kengeri Satellite Town,0.0,0.0,0.3333333333333333,0.0004996942911648999,Ready To Move,2,22.0
Super built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0005410166368355041,Ready To Move,2,55.0
Plot  Area,Others,0.0,0.0,1.0,0.0004583719454942956,Ready To Move,0,75.0
Built-up  Area,Others,0.25,0.0,1.0,0.0012848188589063812,Ready To Move,0,135.0
Super built-up  Area,Others,0.0,0.0,0.6666666666666666,0.000756811108670882,Ready To Move,0,58.0
Super built-up  Area,Uttarahalli,0.25,0.0,0.3333333333333333,0.0010552502718474686,Ready To Move,2,42.0
Super built-up  Area,Hebbal,0.25,0.0,0.6666666666666666,0.0008318035137767935,May,0,62.0
Super built-up  Area,Harlur,0.25,0.0,0.6666666666666666,0.0010812680450474786,Ready To Move,0,77.5
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0009481182645533092,Ready To Move,2,100.0
Built-up  Area,Others,0.25,0.0,1.0,0.0013842985799652433,Ready To Move,0,118.0
Super built-up  Area,Others,0.5,0.33333333333333337,0.6666666666666666,0.0015335181615535366,Dec,1,240.0
Super built-up  Area,Kothanur,0.25,0.0,0.6666666666666666,0.0009060306902591753,Ready To Move,0,58.0
Plot  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0009175091196121209,Oct,0,57.15
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0008180293985532587,Ready To Move,2,52.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.000967248980141552,Ready To Move,2,58.0
Built-up  Area,Sahakara Nagar,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,55.0
Built-up  Area,Others,0.25,0.0,0.6666666666666666,0.000791246396729719,Ready To Move,0,44.0
Super built-up  Area,Sonnenahalli,0.0,0.0,0.0,0.00046946776053547634,Ready To Move,2,30.715
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0007644633949061791,Ready To Move,2,97.0
Super built-up  Area,Hegde Nagar,0.25,0.0,0.6666666666666666,0.000901439318517997,Ready To Move,0,49.35
Super built-up  Area,Vittasandra,0.25,0.0,0.3333333333333333,0.00126186200020049,Ready To Move,2,84.0
Plot  Area,Others,0.5,0.33333333333333337,1.0,0.002141874917259655,Ready To Move,0,100.0
Plot  Area,Others,0.75,0.6666666666666666,0.6666666666666666,0.0026775349537304515,Ready To Move,1,120.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.001093511703023954,Ready To Move,2,78.65
Super built-up  Area,Marathahalli,0.25,0.0,0.6666666666666666,0.0008639431159650412,Ready To Move,0,58.0
Super built-up  Area,JP Nagar,0.25,0.0,0.3333333333333333,0.0014149077249064317,Ready To Move,2,110.0
Super built-up  Area,Hennur,0.25,0.0,0.6666666666666666,0.0010246411269062802,Ready To Move,0,54.24
Super built-up  Area,Sarjapur  Road,1.0,0.9999999999999999,0.3333333333333333,0.0033157356257542286,Ready To Move,1,338.0
Plot  Area,Others,0.0,0.0,0.0,0.0004583719454942956,Ready To Move,2,30.0
Super built-up  Area,Banashankari,0.5,0.33333333333333337,0.6666666666666666,0.0019750550773301786,Ready To Move,1,250.0
Super built-up  Area,Channasandra,0.25,0.0,0.3333333333333333,0.0008868999746709325,Ready To Move,2,55.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,45.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0008532299152356253,Aug,2,37.6
Plot  Area,Others,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,85.0
Super built-up  Area,Sarakki Nagar,0.5,0.33333333333333337,0.3333333333333333,0.002037038595836085,Ready To Move,1,338.0
Built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0008333339710238529,Ready To Move,0,45.0
Super built-up  Area,JP Nagar,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,45.0
Super built-up  Area,Kammasandra,0.25,0.0,0.3333333333333333,0.001043771842494523,Aug,2,34.13
Super built-up  Area,Vijayanagar,0.25,0.0,0.6666666666666666,0.0011348340486945583,Feb,0,79.19
Super built-up  Area,Green Glen Layout,0.25,0.0,0.6666666666666666,0.0012465574277298957,Ready To Move,0,68.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.001109581504118078,May,0,52.43
Super built-up  Area,Kanakpura Road,0.25,0.0,0.3333333333333333,0.001016988840670983,Jul,2,107.0
Super built-up  Area,Thanisandra,0.5,0.33333333333333337,0.6666666666666666,0.001626876053624161,Ready To Move,1,135.0
Plot  Area,Others,0.0,0.0,1.0,0.0006688098169649655,Ready To Move,0,120.0
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0009634228370239034,Ready To Move,0,65.0
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.0008968479467768187,Ready To Move,0,45.75
Super built-up  Area,Electronics City Phase 1,0.25,0.0,0.3333333333333333,0.0011049901323768997,Ready To Move,2,56.0
Super built-up  Area,Others,0.5,0.33333333333333337,0.3333333333333333,0.0017209991743183152,Ready To Move,1,400.0
Plot  Area,Bannerghatta Road,0.25,0.0,0.6666666666666666,0.0011470777066710336,Dec,0,239.0
Super built-up  Area,Thanisandra,0.5,0.33333333333333337,0.0,0.0017871914502536352,Nov,2,115.89
Super built-up  Area,JP Nagar,0.25,0.0,0.3333333333333333,0.0009152134337415317,Ready To Move,2,47.88
Plot  Area,2nd Stage Nagarbhavi,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,225.0
Super built-up  Area,Sarjapur  Road,0.75,0.6666666666666666,0.3333333333333333,0.003006583261848226,Ready To Move,1,329.0
Super built-up  Area,Kanakpura Road,0.25,0.0,1.0,0.0011088162754945483,Ready To Move,0,62.4
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0009075611475062346,Ready To Move,2,37.85
Plot  Area,Others,0.75,0.6666666666666666,1.0,0.0030601492654953057,Ready To Move,1,850.0
Super built-up  Area,Channasandra,0.25,0.0,0.6666666666666666,0.0008027248260826645,Aug,0,41.0
Super built-up  Area,Panathur,0.25,0.0,0.6666666666666666,0.0010475979856121715,May,0,54.8
Super built-up  Area,Yelahanka,0.25,0.0,0.6666666666666666,0.0007920116253532486,Ready To Move,0,39.37
Super built-up  Area,JP Nagar,0.25,0.0,0.6666666666666666,0.0009749012663768491,Jun,0,41.2
Super built-up  Area,Old Madras Road,0.5,0.33333333333333337,0.6666666666666666,0.0015373443046711851,Ready To Move,1,115.0
Super built-up  Area,Thigalarapalya,0.25,0.0,0.6666666666666666,0.0010843289595415975,Ready To Move,0,106.0
Super built-up  Area,Thanisandra,0.25,0.0,0.6666666666666666,0.000967248980141552,Ready To Move,0,46.6
Super built-up  Area,Anandapura,0.25,0.0,0.6666666666666666,0.0012052350820592915,Ready To Move,0,58.0
Super built-up  Area,Dodda Nekkundi,0.25,0.0,0.3333333333333333,0.0008777172311885761,Ready To Move,2,56.0
Super built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0007644633949061791,Ready To Move,2,36.0
Super built-up  Area,Kudlu,0.25,0.0,0.6666666666666666,0.000988675381600384,Ready To Move,0,85.0
Plot  Area,TC Palaya,0.25,0.0,0.0,0.0009175091196121209,May,2,66.0
Super built-up  Area,Munnekollal,0.25,0.0,1.0,0.0009251614058474179,Ready To Move,0,75.0
